Регистровый номер;Строительный номер;IMO;MMSI;Название судна;Проект судна;Назначение судна;Формула класса;Источник данных;Место постройки;Завод постройки;Город постройки;Страна постройки;Порт приписки;Учреждение регистрации;Текущее состояние;Заложено;Дата закладки киля;Дата значительной части;Спущено на воду;Построено;Длина наибольшая теоретическая;Длина расчетная;Длина габаритная;Длина конструктивная;Ширина габаритная;Ширина конструктивная;Валовая вместимость;Чистая вместимость;Дедвейт;Грузоподъемность;Водоизмещение;Осадка;Высота борта;Надводный борт;Скорость;Тип силовой установки;Заводская модель главного двигателя;Запасы топлива;Количество движителей;Тип движителя;Численность экипажа;Спецперсонал;Число пассажиров коечные;Число пассажиров бескоечных;Общее число пассажиров;Количество лопастей;Холодильная установка;Рабочая температура;Хладагенты;Количество охлаждаемых грузовых помещений;Вместимость охлаждаемого грузового помещения;Количество наливных танков;Объём наливного танка;Суммарный объем наливных танков;Количество контейнеров;Тип контейнеров;Количество палуб;Количество переборок продольных;Количество переборок поперечных;Общее количество переборок;Водяной балласт;Подогреватели;Категория якорных цепей;Калибр якорных цепей
237410;417;;;Луч-81;А8/200;Амфибийное судно на воздушной подушке;КАТЕГОРИЯ 4;Речной регистр, Fleetphoto;Нижний Новгород;"Судостроительная компания ""Аэроход"""; Нижний Новгород;;Волгоград  ;РКО (РРР до 2022); Эксплуатируется ;;;;;01.01.2014;;;8.02;7.03;3.1;2.5;15.6;0;0;0;2.32;;0.92;0.52;;Бензиновый;HONDA J30A;;;;1;;;;10;;;;;;;0;;0;;;;0;2;;;;;
237414;;;;Заря;94, метчик;"Самоходный бот; буксировка судов кроме нефтеналивных";Лмс0,6;Речной регистр;Зеленгинский СРЗ;;;;;;;;;;;01.01.2006;;;10.3;10.3;2.3;2.3;0;0;0;0.5;6;;0.8;0.3;;Дизельный;МТЗЗ240;;;;1;;;;0;;;;;;;0;;0;;;;0;2;;;;;
237415;С4150;;;Волга-1;Watermaster V;Самоходный землесос;Рмс1,2;Речной регистр;Финляндия;;;;;;;;;;;01.01.2019;;;11;10.52;3.3;3.2;0;0;3.5;0;19.5;;1.05;0.45;;Дизельный;Caterpillar C7.1 (6ЧН10,5/13,5);;;;0;;;;0;;;;;;;0;;0;;;;4;2;;;;;
237416;1042365;;;МАРГОША;TRIDENT 450;Катер глиссер пригодный для перевозки пассажиров;КАТЕГОРИЯ 4;Речной регистр;Калининград;;;;;;;;;;;01.01.2016;;;4.52;4.5;1.65;1.55;0;0;0.54;0.5;1.2;;0.73;0.43;;Бензиновый;Yamaha F60;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237417;1;;;Одиссей;А-1600;Маломерное судно катамаранного типа, предназначено для перевозки людей;КАТЕГОРИЯ 3;Речной регистр;г.Волжский;;;;;;;;;;;01.01.2011;;;8.05;7.45;2.5;2.5;0;0;1.1;0.9;1.7;;0.7;0.38;;Бензиновый;подвесной мотор;;;;1;;;;11;;;;;;;0;;0;;;;0;0;;;;;
237421;;;;ЛР-433;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237422;;;;ЛР-434;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237423;;;;ЛР-435;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237424;;;;ЛР-436;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237425;;;;ЛР-437;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237426;;;;ЛР-438;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237427;;;;ЛР-439;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237428;;;;ЛР-440;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237429;;;;ЛР-441;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237430;;;;ЛР-442;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237432;;;;ЛР-443;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.4;1.4;3.6;0;0;1.2;1.62;;0.57;0.31;;Бензиновый;Yamaha 9,9 GMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237433;;;;ЛР-444;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.4;1.4;3.6;0;0;1.2;1.62;;0.57;0.31;;Бензиновый;Yamaha 9,9 GMH, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237435;RU-KAT 50055 E020;;;АН-3372 (ЛР-445);Волжанка Fish Pro x5, б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;5.4;5.4;2.14;2.14;0;0;0;0.53;0;;0.91;0.63;;Бензиновый;Yamaha  F 115 BET 6 EK L, подвесной мотор;;;;5;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237436;;;;АН-3371 (ЛР-446);Волжанка Fish Pro x5, б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;5.4;5.4;2.14;2.14;0;0;0;0.53;0;;0.91;0.63;;Бензиновый;Yamaha  F 115 BET 6 EK L, подвесной мотор;;;;5;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237437;;;;ЛР-447;Астра-21, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Псков;;;;;;;;;;;01.01.2003;;;8.5;8.5;1.4;1.4;0;0;0;0.8;0;;0.6;0.25;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237438;66;;;ЛР-448;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 684K-15FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237439;62;;;ЛР-449;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 63VK 9,9 GMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237440;60;;;ЛР-450;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 682К 9,9 FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237441;61;;;ЛР-451;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 682К 9,9 FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237442;59;;;ЛР-452;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 682К 9,9 FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237443;58;;;ЛР-453;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 63VK 9,9 GMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237444;57;;;ЛР-454;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 63AUK 9,9 JMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237445;56;;;ЛР-455;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 63VK 9,9 GMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237446;55;;;ЛР-456;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 684К 15 FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237447;54;;;ЛР-457;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 63VK 9,9 GMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237448;51;;;ЛР-458;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;0;;0.66;0.4;;Бензиновый;Yamaha 6AGK F15 GMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237449;;;;катер Метчик-1448;94;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1975;;;9;8;2;2;0;0;0;0.7;6;;0.7;0.4;;Дизельный;4Ч 8,5/11;;;;1;;;;0;;;;;;;0;;0;;;;0;4;;;;;
237450;;;;АН-1150;Бударка Тишковская, б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2009;;;8.6;8.6;1.4;1.4;0;0;0;1.2;0;;0.62;0.54;;Бензиновый;Yamaha 15 FMH;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237455;91;;;Луч-91;А8/300;Амфибийное судно на воздушной подушке;КАТЕГОРИЯ 4;Речной регистр;Нижний Новгород;;;;;;;;;;;01.01.2006;;;8.02;7.03;3.1;2.5;0;0;1080;0;1.24;;2.55;0.52;;Бензиновый;Toyota 3RZ-FE;;;;1;;;;9;;;;;;;0;;0;;;;0;2;;;;;
237460;;;;ЛР-461;Бударка-87, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2016;;;8.76;8.76;1.5;1.5;0;0;0;1.2;0;;0.625;0.52;;Бензиновый;Suzuki DT 9,9/15S, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237463;65;;;ЛР-462;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;1.63;;0.66;0.4;;Бензиновый;Yamaha  F 9,9 FMH, подвесной мотор;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237464;63;;;ЛР-463;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.43;1.43;0;0;0;1;1.63;;0.66;0.4;;Бензиновый;Yamaha 30НМН;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237465;64;;;ЛР-464;Бударка Тишковская, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9;9;1.4;1.4;0;0;0;1;1.63;;0.57;0.31;;Бензиновый;Tohatsu M 18E2S, подвесной мотор;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237466;;;;ЛР-465;Бударка 9,3, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;9.3;9.3;1.7;1.7;0;0;0;1.8;0;;0.63;0.43;;Бензиновый;Yamaha Е40XW;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237467;183-20;;;ЛР-466;Астраханка 700Р, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2020;;;7;7;1.3;1.3;0;0;0;0.6;0;;0.51;0.31;;Бензиновый;Yamaha 9.9 FMH, подвесной мотор;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237468;;;;ЛР-467;Мотолодка, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1990;;;8;8;1.7;1.7;0;0;0;1.8;0;;0.91;0.52;;Бензиновый;Yamaha 9.9 GMH, подвесной мотор;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237469;015-21;;;ЛР-468;Астраханка-700Р, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;7;7;1.3;1.3;0;0;0;0.6;0;;0.55;0.4;;Бензиновый;LC2V80FD;;;;2;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237470;;;;АН-2544 (ЛР-469);Мотолодка, б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.1991;;;8.5;8.5;1.5;1.5;0;0;0;1;0;;0.6;0.4;;Бензиновый;Nissan Marine NS18E2;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237472;RU-KAT50182E919;;;ЛР-470;Волжанка-50, б/п;Мотолодка, для перевозки людей;КАТЕГОРИЯ 5;Речной регистр;Самара;;;;;;;;;;;01.01.2019;;;5;5;1.94;1.94;0;0;0;0.45;1.2;;0.91;0.7;;Бензиновый;Yamaha F80 DET, подвесной мотор;;;;5;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237473;180BR 16RU 080900100;;;ЛИОН;Слайдер-180/1490;Маломерное открытое судно, моторная лодка пригодная для перевозки пассажиров;КАТЕГОРИЯ 3;Речной регистр;г.Казань;;;;;;;;;;;01.01.2009;;;5.85;5.85;2.38;2.38;0;0;0;0;1.58;;0.95;0.58;;Бензиновый;Yamaha F150;;;;1;;;;4;;;;;;;0;;0;;;;0;0;;;;;
237477;122-21;;;ЛР-471;700Р;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;7;7;1.3;1.3;0;0;0;0.6;1.08;;0.51;0.2;;Бензиновый;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237478;732;;;ЛР-472 (РБ-870М);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2019;;;8.71;0;1.45;0;0;0;0.95;0.9;0.3;;0.64;0.44;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237479;1342;;;ЛР-473 (ЛР-830М);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;8.2;0;1.45;0;0;0;0.95;0;0;;0.56;0;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237480;63150411;;;ЛР-474 Салют-430;б/п;Мотолодка, для перевозки людей;КАТЕГОРИЯ 4;Речной регистр;Самарская область;;;;;;;;;;;01.01.2015;;;4.52;0;1.74;0;0;0;0;0.4;0.93;;0.67;0.45;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237482;01382;;;ЛР-475 (АН-3492);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;8.7;0;1.4;0;0;0;0;0.9;1.21;;0.52;0.32;;Бензиновый;Ямаха 15МН;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237483;01391;;;ЛР-476 (АН-3491);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;8.7;0;1.4;0;0;0;0;0.9;1.21;;0.52;0.32;;Бензиновый;Ямаха 9.9МН;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237484;01376;;;ЛР-477 (АН-3493);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;8.7;0;1.4;0;0;0;0;0.9;1.21;;0.52;0.32;;;Ямаха 9.9 МН;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237486;73;;;ЛР-479 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;1.2;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237487;74;;;ЛР-480 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;0;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237488;75;;;ЛР-481 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;0;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237489;76;;;ЛР-482 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;1.2;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237490;77;;;ЛР-483 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;1.2;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237491;78;;;ЛР-484 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;1.2;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237492;79;;;ЛР-485 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;0;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237493;80;;;ЛР-486 (Бударка Тишковская);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;9;0;1.4;0;0;0;1.22;1.2;1.62;;0.57;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237494;076-21;;;ЛР-487 (Астраханка-700Р);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;7;0;1.3;0;0;0;0;0.6;0;;0.51;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237495;075-21;;;ЛР-488 (Астраханка-700Р);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;7;0;1.3;0;0;0;0;0.6;0;;0.51;0.31;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237496;SW0703075;;;Дана;Gladius Sea Wind 520ht;Глиссер, перевозка пассажиров;КАТЕГОРИЯ 4;Речной регистр;г.Санкт-Петербург, верфь Gladius;;;;;;;;;;;01.01.2008;;;5.5;0;2.15;0;0;0;0;0;1.48;;1;0.576;;;YAMAHA 115;;;;0;;;;4;;;;;;;0;;0;;;;0;2;;;;;
237502;;;;АН-3511;б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2013;;;8.7;0;1.6;0;0;0;0;1.3;1.62;;0.6;0.52;;Бензиновый;Ямаха-30, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237503;01426;;;АН-3510;б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2021;;;8.2;0;1.45;0;0;0;0;0.9;1.17;;0.56;0.36;;Бензиновый;Ямаха-40, подвесной мотор;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237504;00221;;;АН-3514 (ЛР-491);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2008;;;8.7;0;1.65;0;0;0;0;0.9;0;;0.55;0.52;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237505;;;;АН-3513 (ЛР-492);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2008;;;8.7;0;1.65;0;0;0;0;0.9;0;;0.55;0.52;;;;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237506;;;;АН-3515 (ЛР-493);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2019;;;8.71;0;1.45;0;0;0;0;0.9;0;;0.64;0.44;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237507;243-21;;;АН-3518 (ЛР-494);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2021;;;7.1;0;1.28;0;0;0;0;0.9;1.46;;0.55;0.45;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237508;;;;ЛР-495 (РБ-870М);б/п;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;8.71;0;1.45;0;0;0;0;0.9;1.25;;0.57;0.37;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237509;;;;ЛР-496 (ЛР-830М);б/н;Рыбопромысловое;КАТЕГОРИЯ 4;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;8.2;0;1.45;0;0;0;0;0.9;1.25;;0.56;0.36;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237510;;;;АН-3520 (ЛР-497);б/н;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астрахань;;;;;;;;;;;01.01.2021;;;7.1;0;1.28;0;0;0;0;0.9;1.46;;0.55;0.45;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237511;;;;АН-3521 (ЛР-498);б/п;Рыбопромысловые;КАТЕГОРИЯ 5;Речной регистр;Астраханская область;;;;;;;;;;;01.01.2021;;;0;0;0;0;0;0;0;0;0;;0;0;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237512;00138;;;АН-3524 (ЛР-499);б/п;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2022;;;7;0;1.42;0;0;0;0.52;0.5;0.89;;0.55;0.383;;;;;;;0;;;;0;;;;;;;0;;0;;;;0;0;;;;;
237513;01232;;;АН-3428;ЛР-700;Рыбопромысловое;КАТЕГОРИЯ 5;Речной регистр;г.Астрахань;;;;;;;;;;;01.01.2020;;;7;0;1.45;0;0;0;0;0;1.1;;0.56;0.36;;;Ямаха Е40Х;;;;1;;;;0;;;;;;;0;;0;;;;0;0;;;;;
