vessel_name;Регистровый номер;Номер ИМО;Бывшее название;Позывной;Порт приписки;Флаг;Символ класса;Переоборудование/модернизация существенного характера;Основной тип;Дата постройки;Страна постройки;Строительный номер;Дата значительной части;Значительная часть;Валовая вместимость;Чистая вместимость;Дедвейт;Водоизмещение;Длина наибольшая (теоретическая);Длина габаритная;Длина расчетная;Ширина габаритная;Высота борта;Осадка;Скорость;Тип силовой установки;Главные двигатели;Количество лопастей;Общая мощность генераторов;Главные котлы;Холодильная установка;Рабочая температура;Хладагенты;Радио-навигационное оборудование;Охлаждаемые грузовые помещения;Наливные танки;Количество палуб;Количество переборок;Число пассажиров коечные;Число пассажиров бескоечных;Спецперсонал;Грузовые люки (число и размер в свету);Стрелы;Краны;Запасы топлива;Типы топлива;Водяной балласт;Подогреватели;Характеристика снабжения;Категория якорных цепей;Калибр якорных цепей;Проект судна;Дата постройки (первое освидетельствование);Место постройки;Длина конструктивная;Ширина конструктивная;Высота надводного борта;Грузоподъемность;Количество поперечных переборок;Количество продольных переборок;Пассажировместимость;Экипаж;Орг. группа;Количество наливных танков;Суммарный объем наливных танков;Грузоподъемность первой стрелы;Грузоподъемность второй стрелы;Грузоподъемность третьей стрелы;Материал корпуса;Материал надстройки;Марка главной силовой установки;ГЭД, всего;ГЭД, кВт всех;ГЭС, кВт всех;Завод постройки;Город постройки;Завод достройки;Город достройки;Заложено;Спущено на воду;Построено;Владелец;Оператор;Регистрация;Бортовой номер;MMSI;Текущее состояние;Примечания;Количество движителей;Тип движителей;Количество ГЭД;Общая мощность ГЭД;Количество грузовых трюмов;Кубатура грузовых трюмов;Количество контейнеров;Тип контейнеров;Источник
;92525;;;;;;;;;;;;;;595.0;0.0;1000.0;1248.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;21.09.1973;Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92530;;;;;;;;;;;;;;595.0;0.0;850.0;1101.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;13.11.1974;г. Пермь;63.0;14.0;0.0;850.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92535;;;;;;;;;;;;;;112.0;0.0;200.0;246.0;;35.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;183ВМ;06.06.1978;г. Соликамск;34.0;7.0;0.0;200.0;2;0;0;0;0.0;0;0.0;0.0;0.0;0.0;Вст3сп4,2;Вст3сп2;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92537;;;;;;;;;;;;;;85.0;0.0;138.0;183.0;;27.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-146;01.07.1985;г. Уфа;26.0;7.0;0.0;138.0;5;2;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2 ГОСТ 5521-76;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92538;;;;;;;;;;;;;;88.0;53.0;107.0;159.0;;28.0;;6.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Т-77;01.07.1988;Аральский СРЗ, сборка Соликамская с/в;27.0;6.0;0.0;100.0;8;1;0;2;0.0;8;164.0;0.0;0.0;0.0;Ст3сп2;Ст3сп2;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92540;;;;;;;;;;;;;;2157.0;1244.0;4674.0;5569.0;;95.0;;16.0;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;011003В;29.04.2005;Пермь;95.0;16.0;1.0;4674.0;9;1;0;0;0.0;12;4699.0;0.0;0.0;0.0;Сталь;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92542;;;;;;;;;;;;;;595.0;0.0;1000.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07325/942;02.07.1964;г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;Ст3;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92547;;;;;;;;;;;;;;628.0;0.0;1000.0;1251.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942А;30.09.1965;з-д пам.Дзержинского КРП, Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92548;;;;;;;;;;;;;;2157.0;1244.0;4674.0;5566.0;;95.0;;16.0;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;011003В;11.11.2005;Пермь;95.0;16.0;1.0;4674.0;9;1;0;0;0.0;12;4699.0;0.0;0.0;0.0;Сталь;;;0.0;0.0;315.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92549;;;;;;;;;;;;;;1579.0;0.0;2500.0;3011.0;;88.0;;14.0;3.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-85А;23.09.1983;г. Чайковский;86.0;14.0;0.0;2500.0;9;2;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92550;;;;;;;;;;;;;;3350.0;0.0;11264.0;15865.0;;118.0;;29.0;10.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;10090;20.10.1982;г. Городец;102.0;28.0;0.0;4500.0;7;3;0;4;0.0;0;0.0;5.0;0.0;0.0;Железобетон;ВСт3сп4;;0.0;0.0;600.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92551;;;;;;;;;;;;;;1570.0;0.0;2500.0;3011.0;;88.0;;14.0;3.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-85А;05.09.1984;г. Чайковский;86.0;14.0;0.0;2500.0;9;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92552;;;;;;;;;;;;;;109.0;0.0;120.0;168.0;;38.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;183БМ;21.05.1985;г. Чайковский;32.0;7.0;0.0;120.0;3;0;12;0;0.0;0;0.0;0.0;0.0;0.0;Вст3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92568;;;;;;;;;;;;;;628.0;0.0;988.0;1251.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942/РЕГК.07628/942-360060;01.07.1966;Шиморский СРЗ;63.0;14.0;0.0;988.0;4;0;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92569;;;;;;;;;;;;;;621.0;0.0;1000.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942А;30.05.1966;"завод ""Память Дзержинского"", г.Пермь";63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;Стсп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92583;;;;;;;;;;;;;;595.0;0.0;1000.0;1248.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07325/942;04.08.1967;г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;Ст3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92584;;;;;;;;;;;;;;630.0;0.0;900.0;1190.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;30.09.1967;СРЗ им.Дзержинского, г.Пермь;63.0;14.0;0.0;900.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92585;;;;;;;;;;;;;;595.0;0.0;1000.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07325/942;21.11.1967;г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92586;;;;;;;;;;;;;;595.0;0.0;1000.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;07.06.1968;г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92587;;;;;;;;;;;;;;595.0;0.0;1000.0;1248.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07325/942;19.06.1968;г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92591;;;;;;;;;;;;;;424.0;265.0;870.0;1057.0;;57.0;;12.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;943;06.07.1971;Уфа;55.0;12.0;0.0;870.0;6;0;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92603;;;;;;;;;;;;;;424.0;0.0;870.0;1057.0;;58.0;;12.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;943;30.12.1975;г. Уфа;55.0;12.0;0.0;870.0;6;0;0;0;0.0;0;0.0;0.0;0.0;0.0;;ВСт.3сп2;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92607;;;;;;;;;;;;;;111.0;0.0;90.0;160.0;;34.0;;10.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07406/183ВМ;01.07.1974;г. Уфа;32.0;7.0;0.0;90.0;4;0;26;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2,4 ГОСТ 5521;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92610;;;;;;;;;;;;;;85.0;0.0;138.0;182.0;;27.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-146;01.07.1983;г. Уфа;26.0;7.0;0.0;138.0;5;0;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92611;;;;;;;;;;;;;;85.0;0.0;138.0;182.0;;27.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-146;01.07.1985;г. Уфа;26.0;7.0;0.0;138.0;5;2;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92614;;;;;;;;;;;;;;600.0;0.0;1000.0;1248.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;16.10.1968;СРЗ пам. Дзержинского, г. Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92617;;;;;;;;;;;;;;630.0;0.0;912.0;1160.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;30.06.1969;СРЗ им.Ф.Э.Дзержинского, г.Пермь;63.0;14.0;0.0;912.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92618;;;;;;;;;;;;;;600.0;0.0;720.0;1020.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942/316;02.10.1969;г. Пермь;63.0;14.0;0.0;720.0;4;1;80;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;Дерево;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92619;;;;;;;;;;;;;;600.0;0.0;1000.0;1250.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;12.09.1969;Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92620;;;;;;;;;;;;;;600.0;0.0;1000.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;27.11.1969;г.Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92622;;;;;;;;;;;;;;574.0;0.0;1000.0;1255.0;;72.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;01.07.1970;Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92623;;;;;;;;;;;;;;640.0;0.0;1000.0;1250.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;01.07.1970;Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92637;;;;;;;;;;;;;;583.0;0.0;1000.0;1248.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;01.07.1978;Пермь;65.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;Ст3сп;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92638;;;;;;;;;;;;;;628.0;0.0;1000.0;1260.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942;08.06.1979;СРЗ пам.Дзержинского, Пермь;63.0;14.0;0.0;1000.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92641;;;;;;;;;;;;;;586.0;0.0;940.0;0.0;;65.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;29.08.1980;г.Пермь;63.0;14.0;0.0;940.0;4;5;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92642;;;;;;;;;;;;;;586.0;0.0;940.0;0.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;28.11.1980;"СРЗ ""Памяти Дзержинского"", Пермь";63.0;14.0;0.0;940.0;4;5;0;0;0.0;0;0.0;0.0;0.0;0.0;сталь ВСт.3сп4  ГОСТ5521;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92643;;;;;;;;;;;;;;202.0;0.0;0.0;1226.0;;65.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;19.06.1981;Пермь;63.0;14.0;0.0;940.0;4;5;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт.3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92644;;;;;;;;;;;;;;584.0;0.0;940.0;1652.0;;65.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;01.07.1981;Пермь;63.0;14.0;0.0;940.0;4;5;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт.3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92645;;;;;;;;;;;;;;633.0;0.0;940.0;1258.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;30.12.1981;СРЗ им.Дзержинского, г.Пермь;63.0;14.0;0.0;940.0;4;1;0;0;0.0;0;0.0;0.0;0.0;0.0;В Ст3 сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92647;;;;;;;;;;;;;;886.0;0.0;1485.0;1875.0;;84.0;;16.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;01.07.1982;Пермь;83.0;16.0;0.0;1485.0;5;6;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт.3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92648;;;;;;;;;;;;;;585.0;0.0;940.0;1226.0;;66.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;942М;26.03.1983;г. Пермь;63.0;14.0;0.0;940.0;4;5;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт.3сп2-4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92651;;;;;;;;;;;;;;136.0;0.0;200.0;256.0;;35.0;;7.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;183ВМ;04.06.1976;г. Нытва;35.0;7.0;0.0;200.0;2;0;0;0;0.0;0;0.0;0.0;0.0;0.0;ВМСт3сп;ВМСт3сп;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92666;;;;;;;;;;;;;;424.0;0.0;600.0;787.0;;57.0;;12.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;РЕГК.07313/943;26.12.1984;г. Уфа;55.0;12.0;0.0;600.0;6;0;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп2;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92669;;;;;;;;;;;;;;1570.0;0.0;2500.0;3011.0;;88.0;;14.0;3.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;Р-85А;20.06.1983;г. Аркуль;86.0;14.0;0.0;2500.0;9;2;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт.3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92670;;;;;;;;;;;;;;663.0;0.0;1125.0;1488.0;;71.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;81102;12.12.1983;г.Пермь;69.0;14.0;0.0;1125.0;10;2;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92672;;;;;;;;;;;;;;664.0;0.0;1125.0;1488.0;;71.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;81102;14.09.1984;СРЗ им. Пямяти Дзержинского г. Пермь;69.0;14.0;0.0;1125.0;7;5;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4 ГОСТ 5521-76;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
;92673;;;;;;;;;;;;;;664.0;0.0;1125.0;1514.0;;71.0;;14.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;81102;07.12.1984;г. Пермь;69.0;14.0;0.0;1125.0;6;7;0;0;0.0;0;0.0;0.0;0.0;0.0;ВСт3сп4;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;Речной регистр
